Locus	wtA	wtB	wtC								
AT1G09360	0	0	0								
AT1G09370	0	0	1								
AT1G09380	655	881	769								
AT1G09390	447	763	674								
AT1G09400	0	3	0								
AT1G09410	0	0	0								
AT1G09415	762	2018	1287								
AT1G09420	69	376	124								
AT1G09421	0	0	5								
AT1G09430	410	844	490								
AT1G09440	0	1	3								
AT1G09450	3	16	15								
AT1G09460	1092	2410	1579								
AT1G09470	27	52	31								
AT1G09480	60	101	27								
AT1G09483	0	0	0								
AT1G09486	0	1	0								
AT1G09490	756	860	434								
AT1G09500	0	0	0								
AT1G09510	0	0	0								
AT1G09520	1489	2524	2360								
AT1G09530	1699	3862	2101								
AT1G09540	333	296	295								
AT1G09550	0	0	0								
AT1G09560	14455	16317	12748								
AT1G09570	7416	19060	13568								
AT1G09575	64	53	46								
AT1G09580	874	961	951								
AT1G09590	10770	18413	12587								
AT1G09600	1	1	3								
AT1G09610	12	42	21								
AT1G09620	1916	3208	2149								
AT1G09625	0	0	0								
AT1G09630	1432	1608	1332								
AT1G09640	5207	6783	4973								
AT1G09645	1291	2380	1250								
AT1G09650	11	19	2								
AT1G09660	243	473	240								
AT1G09665	0	0	0								
AT1G09680	1	8	3								
AT1G09690	14754	35123	20895								
AT1G09700	155	468	307								
AT1G09710	56	135	98								
AT1G09720	0	0	0								
AT1G09730	459	609	404								
AT1G09740	2999	3851	1771								
AT1G09750	1787	4388	2995								
AT1G09760	633	2405	1157								
AT1G09770	1928	4717	3954								
AT1G09780	1610	2770	2095								
AT1G09790	0	0	0								
AT1G09794	0	0	0								
AT1G09795	678	1949	1021								
AT1G09800	74	132	104								
AT1G09810	49	52	44								
AT1G09812	0	0	0								
AT1G09815	391	1305	697								
AT1G09820	41	92	80								
AT1G09830	130	161	116								
AT1G09840	243	447	375								
AT1G09850	428	1234	818								
AT1G09860	0	4	3								
AT1G09870	908	1467	726								
AT1G09880	1	1	4								
AT1G09890	1	7	1								
AT1G09900	3	7	6								
AT1G09910	100	303	166								
AT1G09920	1332	2321	1343								
AT1G09930	0	0	0								
AT1G09932	36	117	41								
AT1G09935	0	0	0								
AT1G09940	251	325	261								
AT1G09950	66	32	65								
AT1G09960	418	424	400								
AT1G09970	4334	6677	5146								
AT1G09980	438	779	459								
AT1G09995	15	54	10								
AT1G10000	37	93	81								
AT1G10010	0	0	0								
AT1G10020	468	763	542								
AT1G10030	530	915	527								
AT1G10040	108	264	87								
AT1G10050	48	91	65								
AT1G10060	120	369	197								
AT1G10070	2418	5390	3407								
AT1G10090	106	332	148								
AT1G10095	2	6	4								
AT1G10100	0	0	0								
AT1G10110	17	17	9								
AT1G10120	1507	2049	1753								
AT1G10130	200	465	216								
AT1G10140	5313	3823	2462								
AT1G10150	237	758	582								
AT1G10155	2	2	5								
AT1G10160	134	235	189								
AT1G10170	1097	1563	968								
AT1G10180	285	508	360								
AT1G10190	0	0	0								
AT1G10200	1158	1266	1359								
AT1G10210	455	629	528								
AT1G10220	0	2	0								
AT1G10230	122	309	159								
AT1G10240	102	191	141								
AT1G10250	0	0	0								
AT1G10260	0	0	0								
AT1G10270	37	94	110								
AT1G10280	157	241	194								
AT1G10290	2509	4174	3226								
AT1G10300	0	0	0								
AT1G10310	45	232	160								
AT1G10320	5	55	30								
AT1G10330	0	22	4								
AT1G10340	165	405	161								
AT1G10350	189	318	263								
AT1G10360	34	68	60								
AT1G10370	88	221	161								
AT1G10380	61	154	105								
AT1G10385	0	0	0								
AT1G10390	466	1074	656								
AT1G10400	9	41	23								
AT1G10410	1094	2889	1229								
AT1G10417	12	60	16								
AT1G10419	0	0	0								
AT1G10430	357	439	330								
AT1G10440	0	0	0								
AT1G10450	203	533	309								
AT1G10455	0	0	0								
AT1G10460	26	65	51								
AT1G10470	790	1135	692								
AT1G10480	2	1	0								
AT1G10490	0	0	0								
AT1G10500	2924	4103	3490								
AT1G10510	270	938	474								
AT1G10520	0	0	0								
AT1G10522	618	2591	1899								
AT1G10530	32	103	55								
AT1G10538	0	0	0								
AT1G10540	5	6	10								
AT1G10550	640	635	335								
AT1G10560	119	109	124								
AT1G10570	145	609	222								
AT1G10580	721	2591	2062								
AT1G10585	1	0	0								
AT1G10586	0	0	0								
AT1G10588	0	0	0								
AT1G10590	6203	7490	4641								
AT1G10600	44	185	60								
AT1G10610	57	168	69								
AT1G10620	0	0	0								
AT1G10630	4624	3847	3328								
AT1G10640	14	28	22								
AT1G10650	136	199	179								
AT1G10652	0	0	0								
AT1G10657	16	25	11								
AT1G10660	41	83	74								
AT1G10670	1866	3260	2063								
AT1G10680	0	0	0								
AT1G10682	0	0	0								
AT1G10690	117	206	106								
AT1G10700	308	731	606								
AT1G10705	0	0	0								
AT1G10710	2	8	3								
AT1G10717	0	0	0								
AT1G10720	928	1722	1286								
AT1G10730	0	7	6								
AT1G10740	4419	7001	4148								
AT1G10745	0	0	0								
AT1G10747	0	0	0								
AT1G10750	44	74	50								
AT1G10760	30	293	196								
AT1G10770	0	1	4								
AT1G10780	252	483	277								
AT1G10790	0	0	0								
AT1G10800	0	0	0								
AT1G10810	112	202	92								
AT1G10820	106	258	148								
AT1G10830	394	1118	658								
AT1G10840	3135	3649	4204								
AT1G10850	1005	1232	1235								
AT1G10865	144	353	224								
AT1G10870	159	149	80								
AT1G10880	0	0	0								
AT1G10890	366	731	450								
AT1G10900	89	222	124								
AT1G10910	295	854	613								
AT1G10920	0	3	3								
AT1G10930	66	171	84								
AT1G10940	1389	2512	1606								
AT1G10950	814	884	940								
AT1G10960	512	1641	1237								
AT1G10970	98	214	155								
AT1G10980	0	1	1								
AT1G10990	98	141	102								
AT1G11000	201	576	269								
AT1G11010	0	0	0								
AT1G11020	91	242	165								
AT1G11030	0	0	0								
AT1G11040	0	0	0								
AT1G11050	51	151	87								
AT1G11055	0	0	0								
AT1G11060	545	711	375								
AT1G11070	9	15	9								
AT1G11080	4	9	1								
AT1G11090	235	292	209								
AT1G11100	12	48	25								
AT1G11110	0	0	0								
AT1G11112	16	35	26								
AT1G11120	1	1	0								
AT1G11125	23	61	42								
AT1G11130	67	173	83								
AT1G11145	0	0	0								
AT1G11150	0	0	0								
AT1G11160	12	32	15								
AT1G11170	17	34	27								
AT1G11175	2030	3566	2262								
AT1G11180	162	160	150								
AT1G11185	727	682	378								
AT1G11190	176	190	146								
AT1G11200	1536	1677	894								
AT1G11210	63	128	70								
AT1G11220	158	108	189								
AT1G11230	0	0	0								
AT1G11240	1078	2400	1369								
AT1G11250	1	6	0								
AT1G11260	7675	13261	8904								
AT1G11265	0	0	0								
AT1G11270	170	159	110								
AT1G11280	86	211	101								
AT1G11290	0	0	0								
AT1G11300	0	11	2								
AT1G11310	1316	2959	1969								
AT1G11320	108	229	123								
AT1G11330	67	144	96								
AT1G11340	0	5	2								
AT1G11350	63	217	148								
AT1G11360	2409	2624	2669								
AT1G11362	18	11	30								
AT1G11370	0	0	0								
AT1G11380	100	299	174								
AT1G11390	187	533	328								
AT1G11400	1483	4015	1742								
AT1G11410	26	69	54								
AT1G11420	1	9	7								
AT1G11430	4207	6961	5279								
AT1G11440	287	583	411								
AT1G11450	28	151	72								
AT1G11460	0	2	2								
AT1G11470	0	0	0								
AT1G11475	157	369	293								
AT1G11480	1368	3657	2139								
AT1G11482	3	10	3								
AT1G11490	2	9	0								
AT1G11500	1	5	0								
AT1G11510	0	0	0								
AT1G11520	0	0	0								
AT1G11530	452	525	300								
AT1G11540	34	47	60								
AT1G11545	16278	7938	8573								
AT1G11550	0	0	0								
AT1G11560	0	0	0								
AT1G11570	1	0	0								
AT1G11572	5	1	3								
AT1G11580	23830	30369	20151								
AT1G11590	0	0	0								
AT1G11592	394	1410	696								
AT1G11593	0	0	0								
AT1G11595	0	0	0								
AT1G11600	721	1597	881								
AT1G11608	0	0	0								
AT1G11610	0	0	0								
AT1G11620	0	0	0								
AT1G11630	234	485	351								
AT1G11640	0	0	0								
AT1G11650	3242	4721	2892								
AT1G11655	7	18	26								
AT1G11660	475	597	594								
AT1G11670	2485	4666	2932								
AT1G11680	12739	10625	9505								
AT1G11684	0	0	0								
AT1G11690	0	0	0								
AT1G11700	60	71	90								
AT1G11710	9	16	14								
AT1G11720	436	1302	836								
AT1G11730	0	3	0								
AT1G11735	0	0	0								
AT1G11740	501	683	472								
AT1G11750	2266	3291	2555								
AT1G11755	291	817	509								
AT1G11760	359	689	321								
AT1G11765	0	0	0								
AT1G11770	0	0	0								
AT1G11780	0	0	0								
AT1G11785	0	0	0								
AT1G11790	413	653	355								
AT1G11800	173	217	196								
AT1G11803	0	0	0								
AT1G11806	0	0	0								
AT1G11810	2	0	0								
AT1G11820	372	426	296								
AT1G11840	3130	9231	6274								
AT1G11850	943	2144	1328								
AT1G11860	11406	24264	11946								
AT1G11870	89	210	146								
AT1G11880	75	204	152								
AT1G11890	814	1657	843								
AT1G11900	52	64	65								
AT1G11905	666	1377	1126								
AT1G11910	3984	7729	6039								
AT1G11915	20	5	8								
AT1G11920	0	0	0								
AT1G11925	0	0	0								
AT1G11930	705	1812	782								
AT1G11940	39	118	76								
AT1G11950	183	413	310								
AT1G11960	151	111	104								
AT1G11970	0	0	0								
AT1G11980	0	0	0								
AT1G11990	0	0	0								
AT1G12000	217	859	459								
AT1G12010	579	1334	595								
AT1G12013	0	0	0								
AT1G12015	0	0	0								
AT1G12020	37	27	37								
AT1G12030	0	1	0								
AT1G12040	172	200	266								
AT1G12050	100	225	126								
AT1G12060	2	3	1								
AT1G12064	388	931	375								
AT1G12070	1	4	10								
AT1G12080	125668	76691	69439								
AT1G12090	87077	88630	72179								
AT1G12100	0	0	0								
AT1G12110	2500	2934	2530								
AT1G12120	463	950	535								
AT1G12130	0	12	2								
AT1G12140	365	456	383								
AT1G12150	3	12	3								
AT1G12160	143	333	183								
AT1G12170	0	0	0								
AT1G12180	0	0	0								
AT1G12190	0	0	0								
AT1G12200	139	193	196								
AT1G12210	0	0	1								
AT1G12211	0	0	0								
AT1G12220	101	162	85								
AT1G12230	2334	6448	4169								
AT1G12240	1146	926	674								
AT1G12244	126	270	180								
AT1G12250	437	1459	1042								
AT1G12260	36	50	46								
AT1G12270	747	1263	851								
AT1G12280	4	50	16								
AT1G12290	24	46	21								
AT1G12294	0	0	0								
AT1G12300	29	93	60								
AT1G12310	32588	30611	27919								
AT1G12320	64	196	127								
AT1G12330	153	237	157								
AT1G12340	0	3	2								
AT1G12350	189	392	142								
AT1G12360	1609	2918	1605								
AT1G12370	18	47	18								
AT1G12380	16	15	9								
AT1G12390	150	190	205								
AT1G12400	586	1407	554								
AT1G12410	1860	2255	1441								
AT1G12411	0	0	0								
AT1G12420	197	158	182								
AT1G12423	0	0	0								
AT1G12430	336	315	333								
AT1G12440	12642	16550	11048								
AT1G12450	60	66	52								
AT1G12451	0	0	0								
AT1G12460	313	467	334								
AT1G12470	804	1661	876								
AT1G12480	3	13	8								
AT1G12490	0	0	0								
AT1G12500	2170	2794	2411								
AT1G12510	0	0	0								
AT1G12520	2124	2849	2049								
AT1G12530	346	1619	703								
AT1G12540	0	0	0								
AT1G12550	11	20	5								
AT1G12560	262	333	291								
AT1G12570	0	2	0								
AT1G12580	2026	3524	1990								
AT1G12590	0	0	0								
AT1G12600	15	18	10								
AT1G12610	27	70	52								
AT1G12620	88	177	90								
AT1G12630	0	0	1								
AT1G12640	1084	825	873								
AT1G12650	967	2102	1033								
AT1G12660	0	0	0								
AT1G12663	0	0	0								
AT1G12665	0	0	0								
AT1G12667	0	0	0								
AT1G12669	0	0	0								
AT1G12670	0	0	0								
AT1G12672	0	0	0								
AT1G12680	146	416	235								
AT1G12700	38	71	16								
AT1G12710	35	121	69								
AT1G12720	0	0	0								
AT1G12725	0	0	0								
AT1G12730	49	93	40								
AT1G12740	305	737	440								
AT1G12750	259	766	279								
AT1G12760	1790	1939	1202								
AT1G12770	399	964	624								
AT1G12775	34	91	83								
AT1G12780	3111	6491	4472								
AT1G12790	63	182	91								
AT1G12800	798	2599	1760								
AT1G12805	4890	9115	4694								
AT1G12810	1797	4164	1946								
AT1G12820	1765	2269	1224								
AT1G12830	88	290	154								
AT1G12840	12192	12033	8771								
AT1G12845	2673	4734	1940								
AT1G12850	948	1442	1108								
AT1G12855	0	1	1								
AT1G12860	236	637	459								
AT1G12870	0	0	0								
AT1G12880	58	132	83								
AT1G12890	0	2	0								
AT1G12900	5878	13123	8826								
AT1G12910	1096	2218	1541								
AT1G12920	3328	2930	2592								
AT1G12930	71	263	165								
AT1G12935	0	0	0								
AT1G12938	0	0	0								
AT1G12940	0	0	0								
AT1G12950	15	38	23								
AT1G12960	0	0	0								
AT1G12970	394	640	451								
AT1G12980	2	1	0								
AT1G12990	918	1069	713								
AT1G13000	940	1296	916								
AT1G13010	0	0	0								
AT1G13020	441	801	665								
AT1G13030	46	125	67								
AT1G13040	0	0	0								
AT1G13050	8	25	22								
AT1G13060	7351	12171	7847								
AT1G13070	0	0	0								
AT1G13080	612	886	626								
AT1G13090	199	736	338								
AT1G13100	121	195	83								
AT1G13110	217	294	192								
AT1G13120	161	249	138								
AT1G13130	13	11	12								
AT1G13140	0	0	0								
AT1G13145	0	0	0								
AT1G13150	1	1	0								
AT1G13160	100	159	153								
AT1G13170	532	927	793								
AT1G13180	752	705	660								
AT1G13190	968	1265	805								
AT1G13195	182	269	216								
AT1G13200	0	0	0								
AT1G13210	552	522	394								
AT1G13220	80	153	145								
AT1G13230	16	29	2								
AT1G13240	0	0	0								
AT1G13245	2081	3283	1624								
AT1G13250	495	1460	1010								
AT1G13260	5094	2792	2921								
AT1G13270	272	775	417								
AT1G13280	1649	2767	1955								
AT1G13290	0	0	0								
AT1G13300	378	259	217								
AT1G13310	0	8	0								
AT1G13320	2574	4610	2341								
AT1G13330	46	101	64								
AT1G13340	203	329	217								
AT1G13350	51	204	107								
AT1G13360	1067	1253	1058								
AT1G13370	1	1	0								
AT1G13380	203	357	253								
AT1G13390	158	321	275								
AT1G13400	0	2	0								
AT1G13410	24	70	66								
AT1G13420	172	252	147								
AT1G13430	358	511	321								
AT1G13440	8459	13597	11796								
AT1G13448	43	94	47								
AT1G13450	789	1491	755								
AT1G13460	810	729	694								
AT1G13470	1	0	0								
AT1G13480	10	44	18								
AT1G13485	0	0	0								
AT1G13490	0	0	0								
AT1G13500	2	0	0								
AT1G13510	14	18	4								
AT1G13520	20	45	33								
AT1G13530	25	205	79								
AT1G13540	0	2	4								
AT1G13550	21	30	9								
AT1G13560	3139	5903	4606								
AT1G13570	576	1288	815								
AT1G13580	780	1956	867								
AT1G13590	0	0	0								
AT1G13600	0	9	6								
AT1G13605	0	0	0								
AT1G13607	0	0	0								
AT1G13608	0	0	0								
AT1G13609	0	0	0								
AT1G13610	1	1	2								
AT1G13620	4	18	5								
AT1G13630	0	0	0								
AT1G13635	35	6	28								
AT1G13640	3629	4166	2804								
AT1G13650	1	5	3								
AT1G13660	0	0	0								
AT1G13670	88	220	165								
AT1G13680	0	2	0								
AT1G13690	569	966	668								
AT1G13700	133	247	139								
AT1G13710	82	155	108								
AT1G13720	0	0	0								
AT1G13730	93	484	381								
AT1G13740	334	605	480								
AT1G13750	94	168	89								
AT1G13755	0	0	0								
AT1G13760	0	0	0								
AT1G13770	33	100	52								
AT1G13780	443	441	301								
AT1G13790	17	35	23								
AT1G13800	0	1	0								
AT1G13810	229	455	219								
AT1G13820	375	721	414								
AT1G13830	74	142	134								
AT1G13840	0	0	0								
AT1G13850	0	0	0								
AT1G13860	137	198	190								
AT1G13870	186	238	127								
AT1G13880	1469	1469	1244								
AT1G13890	0	0	0								
AT1G13900	428	617	405								
AT1G13910	188	411	306								
AT1G13920	6	32	20								
AT1G13930	2626	6611	2836								
AT1G13940	0	32	8								
AT1G13950	499	845	373								
AT1G13960	728	966	756								
AT1G13970	132	195	154								
AT1G13980	1011	1313	1039								
AT1G13990	47	209	124								
AT1G14000	1975	1926	1686								
AT1G14010	1952	3491	1795								
AT1G14020	484	616	667								
AT1G14030	84	219	91								
AT1G14040	0	7	8								
AT1G14048	0	0	0								
AT1G14060	132	399	261								
AT1G14070	17	36	20								
AT1G14071	0	0	0								
AT1G14080	125	251	156								
AT1G14090	14	67	29								
AT1G14100	0	0	0								
AT1G14110	0	0	0								
AT1G14120	1174	1429	632								
AT1G14130	352	529	419								
AT1G14140	80	175	149								
AT1G14150	332	843	571								
AT1G14160	28	98	22								
AT1G14170	1182	738	830								
AT1G14180	220	403	261								
AT1G14182	0	0	0								
AT1G14185	44	95	54								
AT1G14190	3	21	5								
AT1G14200	985	1241	719								
AT1G14205	0	3	0								
AT1G14210	1058	2278	1339								
AT1G14220	1	6	4								
AT1G14225	0	0	0								
AT1G14230	88	181	151								
AT1G14240	97	261	200								
AT1G14250	0	0	0								
AT1G14260	42	90	29								
AT1G14270	482	1454	812								
AT1G14280	885	1991	1034								
AT1G14290	976	2483	1157								
AT1G14300	218	303	145								
AT1G14310	399	763	357								
AT1G14315	0	0	0								
AT1G14320	78844	117277	104254								
AT1G14330	268	332	334								
AT1G14340	60	164	80								
AT1G14345	488	1017	752								
AT1G14350	372	615	573								
AT1G14360	213	497	344								
AT1G14370	84	212	123								
AT1G14380	939	1771	1243								
AT1G14390	2	12	15								
AT1G14400	3484	7682	3506								
AT1G14410	694	1746	1246								
AT1G14420	0	0	0								
AT1G14430	23	37	46								
AT1G14440	537	550	418								
AT1G14450	2160	4510	3353								
AT1G14455	0	2	0								
AT1G14460	477	739	680								
AT1G14470	0	0	0								
AT1G14480	13	60	34								
AT1G14490	8	31	19								
AT1G14500	4	15	15								
AT1G14510	592	1026	801								
AT1G14518	0	0	0								
AT1G14520	76	253	122								
AT1G14530	258	460	285								
AT1G14540	376	585	386								
AT1G14549	0	0	0								
AT1G14550	1	1	1								
AT1G14560	172	207	131								
AT1G14570	882	983	1080								
AT1G14580	122	97	168								
AT1G14590	87	140	102								
AT1G14600	212	375	355								
AT1G14610	1552	4213	2248								
AT1G14620	639	2140	1082								
AT1G14630	4	4	1								
AT1G14640	0	0	1								
AT1G14642	0	0	0								
AT1G14650	447	1227	874								
AT1G14660	37	133	75								
AT1G14670	1784	2465	1905								
AT1G14680	1	16	20								
AT1G14685	1589	2018	1753								
AT1G14686	3	10	3								
AT1G14687	15	46	27								
AT1G14688	0	0	0								
AT1G14690	744	1078	587								
AT1G14700	1344	2816	1741								
AT1G14710	585	1218	896								
AT1G14720	718	1246	803								
AT1G14730	338	302	330								
AT1G14740	2563	1841	1224								
AT1G14750	20	24	28								
AT1G14755	1	1	0								
AT1G14760	0	0	0								
AT1G14770	204	426	277								
AT1G14780	250	334	253								
AT1G14790	28	35	21								
